시장/마트 이름,품목 번호,품목 이름,실판매규격,가격(원),년도-월,비고,시장유형 구분(시장/마트) 이름,자치구 이름,년도,월,카테고리
장위전통시장,41.0,고등어 1마리,,5000.0,2024-11,,전통시장,성북구,2024,11,생선/해산물
신영시장,41.0,고등어 1마리,,3000.0,2024-11,해동,전통시장,양천구,2024,11,생선/해산물
비단길현대시장,41.0,고등어 1마리,,7000.0,2024-11,,전통시장,금천구,2024,11,생선/해산물
숭인시장,41.0,고등어 1마리,,3200.0,2024-11,,전통시장,강북구,2024,11,생선/해산물
상계중앙시장,41.0,고등어 1마리,,6000.0,2024-11,,전통시장,노원구,2024,11,생선/해산물
고분다리전통시장,41.0,고등어 1마리,,4000.0,2024-11,,전통시장,강동구,2024,11,생선/해산물
신창시장,41.0,고등어 1마리,,4000.0,2024-11,,전통시장,도봉구,2024,11,생선/해산물
신림중앙시장,41.0,고등어 1마리,,7000.0,2024-11,,전통시장,관악구,2024,11,생선/해산물
관악중부시장,41.0,고등어 1마리,,5000.0,2024-11,,전통시장,관악구,2024,11,생선/해산물
수유재래시장,41.0,고등어 1마리,,1666.0,2024-11,3마리 5000원,전통시장,강북구,2024,11,생선/해산물
대명여울빛거리시장,41.0,고등어 1마리,,6000.0,2024-11,,전통시장,금천구,2024,11,생선/해산물
돈암제일시장,41.0,고등어 1마리,,7000.0,2024-11,,전통시장,성북구,2024,11,생선/해산물
정릉시장,41.0,고등어 1마리,,3300.0,2024-11,,전통시장,성북구,2024,11,생선/해산물
가리봉시장,41.0,고등어 1마리,,5000.0,2024-11,,전통시장,구로구,2024,11,생선/해산물
돌곶이시장,41.0,고등어 1마리,,4000.0,2024-11,,전통시장,성북구,2024,11,생선/해산물
화양제일골목시장,51.0,고등어 1마리,,2590.0,2024-11,,전통시장,광진구,2024,11,생선/해산물
중곡제일골목시장,45.0,고등어 1마리,,3500.0,2024-11,,전통시장,광진구,2024,11,생선/해산물
남부골목시장,41.0,고등어 1마리,,6000.0,2024-11,,전통시장,강서구,2024,11,생선/해산물
은행나무시장,41.0,고등어 1마리,,3000.0,2024-11,,전통시장,금천구,2024,11,생선/해산물
답십리시장,41.0,고등어 1마리,,7000.0,2024-11,,전통시장,동대문구,2024,11,생선/해산물
만리시장,41.0,고등어 1마리,,4000.0,2024-11,,전통시장,용산구,2024,11,생선/해산물
화곡본동시장,41.0,고등어 1마리,,4000.0,2024-11,,전통시장,강서구,2024,11,생선/해산물
길동복조리시장,41.0,고등어 1마리,,6500.0,2024-11,2마리 13000,전통시장,강동구,2024,11,생선/해산물
성대전통시장,41.0,고등어 1마리,,2950.0,2024-11,,전통시장,동작구,2024,11,생선/해산물
인헌시장,41.0,고등어 1마리,,4000.0,2024-11,냉동,전통시장,관악구,2024,11,생선/해산물
이촌종합시장,41.0,고등어 1마리,,7000.0,2024-11,,전통시장,용산구,2024,11,생선/해산물
경동시장,41.0,고등어 1마리,,6000.0,2024-11,,전통시장,동대문구,2024,11,생선/해산물
아현시장,41.0,고등어 1마리,,5000.0,2024-11,,전통시장,마포구,2024,11,생선/해산물
까치산시장,41.0,고등어 1마리,,5000.0,2024-11,,전통시장,강서구,2024,11,생선/해산물
암사종합시장,41.0,고등어 1마리,,5500.0,2024-11,,전통시장,강동구,2024,11,생선/해산물
청량리종합시장,41.0,고등어 1마리,,4000.0,2024-11,,전통시장,동대문구,2024,11,생선/해산물
성동용답상가시장,45.0,고등어 1마리,,3800.0,2024-11,,전통시장,성동구,2024,11,생선/해산물
둔촌역전통시장,41.0,고등어 1마리,,4000.0,2024-11,,전통시장,강동구,2024,11,생선/해산물
답십리현대시장,41.0,고등어 1마리,,5000.0,2024-11,,전통시장,동대문구,2024,11,생선/해산물
영등포전통시장,41.0,고등어 1마리,,3500.0,2024-11,,전통시장,영등포구,2024,11,생선/해산물
광장시장,41.0,고등어 1마리,,7000.0,2024-11,,전통시장,종로구,2024,11,생선/해산물
마포농수산물시장,41.0,고등어 1마리,,6000.0,2024-11,생물,전통시장,마포구,2024,11,생선/해산물
남성시장,41.0,고등어 1마리,,3000.0,2024-11,국내산 냉동,전통시장,동작구,2024,11,생선/해산물
신중앙시장,41.0,고등어 1마리,,4000.0,2024-11,,전통시장,중구,2024,11,생선/해산물
약수시장 골목형 상가,41.0,고등어 1마리,,4500.0,2024-11,1팩 2마리 9000,전통시장,중구,2024,11,생선/해산물
쌍문시장,41.0,고등어 1마리,,5000.0,2024-11,,전통시장,도봉구,2024,11,생선/해산물
창동골목시장,41.0,고등어 1마리,,8000.0,2024-11,,전통시장,도봉구,2024,11,생선/해산물
마포·공덕시장,41.0,고등어 1마리,,8000.0,2024-11,,전통시장,마포구,2024,11,생선/해산물
오목교중앙시장,41.0,고등어 1마리,,4000.0,2024-11,,전통시장,양천구,2024,11,생선/해산물
우리시장,41.0,고등어 1마리,,3000.0,2024-11,,전통시장,영등포구,2024,11,생선/해산물
상도전통시장,41.0,고등어 1마리,,7000.0,2024-11,,전통시장,동작구,2024,11,생선/해산물
남성역골목시장,41.0,고등어 1마리,,4000.0,2024-11,,전통시장,동작구,2024,11,생선/해산물
풍납시장,41.0,고등어 1마리,,5000.0,2024-11,,전통시장,송파구,2024,11,생선/해산물
새마을시장,41.0,고등어 1마리,,5500.0,2024-11,,전통시장,송파구,2024,11,생선/해산물
방학동도깨비시장,41.0,고등어 1마리,,4000.0,2024-11,,전통시장,도봉구,2024,11,생선/해산물
후암시장,41.0,고등어 1마리,,5000.0,2024-11,,전통시장,용산구,2024,11,생선/해산물
남대문시장,41.0,고등어 1마리,,5000.0,2024-11,,전통시장,중구,2024,11,생선/해산물
도곡시장,41.0,고등어 1마리,,3000.0,2024-11,,전통시장,강남구,2024,11,생선/해산물
뚝도시장,41.0,고등어 1마리,,4000.0,2024-11,,전통시장,성동구,2024,11,생선/해산물
우림시장,41.0,고등어 1마리,,3000.0,2024-11,,전통시장,중랑구,2024,11,생선/해산물
마천중앙시장,41.0,고등어 1마리,,3900.0,2024-11,,전통시장,송파구,2024,11,생선/해산물
방이시장,41.0,고등어 1마리,,8000.0,2024-11,,전통시장,송파구,2024,11,생선/해산물
구로시장,41.0,고등어 1마리,,4000.0,2024-11,,전통시장,구로구,2024,11,생선/해산물
영천시장,41.0,고등어 1마리,,8000.0,2024-11,,전통시장,서대문구,2024,11,생선/해산물
고척근린시장,41.0,고등어 1마리,,2000.0,2024-11,,전통시장,구로구,2024,11,생선/해산물
서울중앙시장,41.0,고등어 1마리,,5000.0,2024-11,,전통시장,중구,2024,11,생선/해산물
백학시장,41.0,고등어 1마리,,4000.0,2024-11,,전통시장,중구,2024,11,생선/해산물
신원시장(신림1동),41.0,고등어 1마리,,4000.0,2024-10,,전통시장,관악구,2024,10,생선/해산물
청담삼익시장,41.0,고등어 1마리,,4000.0,2024-10,,전통시장,강남구,2024,10,생선/해산물
노룬산골목시장,41.0,고등어 1마리,,5000.0,2024-10,,전통시장,광진구,2024,10,생선/해산물
목동깨비시장(목3동시장),41.0,고등어 1마리,,6000.0,2024-10,,전통시장,양천구,2024,10,생선/해산물
비단길현대시장,41.0,고등어 1마리,,7000.0,2024-10,,전통시장,금천구,2024,10,생선/해산물
자양골목시장,41.0,고등어 1마리,,4500.0,2024-10,,전통시장,광진구,2024,10,생선/해산물
장위전통시장,41.0,고등어 1마리,,5000.0,2024-10,,전통시장,성북구,2024,10,생선/해산물
동원시장,41.0,고등어 1마리,,3500.0,2024-10,,전통시장,중랑구,2024,10,생선/해산물
대조시장,41.0,고등어 1마리,,7000.0,2024-10,,전통시장,은평구,2024,10,생선/해산물
신영시장,41.0,고등어 1마리,,6000.0,2024-10,,전통시장,양천구,2024,10,생선/해산물
송화(벽화)시장,41.0,고등어 1마리,,5000.0,2024-10,,전통시장,강서구,2024,10,생선/해산물
상계중앙시장,41.0,고등어 1마리,,5000.0,2024-10,,전통시장,노원구,2024,10,생선/해산물
망원시장,41.0,고등어 1마리,,5000.0,2024-10,,전통시장,마포구,2024,10,생선/해산물
숭인시장,41.0,고등어 1마리,,3250.0,2024-10,,전통시장,강북구,2024,10,생선/해산물
백년시장,41.0,고등어 1마리,,4000.0,2024-10,,전통시장,강북구,2024,10,생선/해산물
솔샘시장,41.0,고등어 1마리,,3000.0,2024-10,,전통시장,강북구,2024,10,생선/해산물
백련시장,41.0,고등어 1마리,,4000.0,2024-10,,전통시장,서대문구,2024,10,생선/해산물
포방터시장,41.0,고등어 1마리,,4000.0,2024-10,,전통시장,서대문구,2024,10,생선/해산물
영일시장,41.0,고등어 1마리,,3000.0,2024-10,,전통시장,영등포구,2024,10,생선/해산물
대신시장,41.0,고등어 1마리,,4000.0,2024-10,,전통시장,영등포구,2024,10,생선/해산물
영동전통시장,41.0,고등어 1마리,,8000.0,2024-10,,전통시장,강남구,2024,10,생선/해산물
강남개포시장,41.0,고등어 1마리,,4000.0,2024-10,,전통시장,강남구,2024,10,생선/해산물
풍납시장,41.0,고등어 1마리,,5000.0,2024-10,,전통시장,송파구,2024,10,생선/해산물
새마을시장,41.0,고등어 1마리,,5800.0,2024-10,,전통시장,송파구,2024,10,생선/해산물
인왕시장,41.0,고등어 1마리,,5000.0,2024-10,생물,전통시장,서대문구,2024,10,생선/해산물
관악신사시장(신림4동),41.0,고등어 1마리,,4000.0,2024-10,,전통시장,관악구,2024,10,생선/해산물
암사종합시장,41.0,고등어 1마리,,5000.0,2024-10,,전통시장,강동구,2024,10,생선/해산물
금남시장,41.0,고등어 1마리,,3150.0,2024-10,,전통시장,성동구,2024,10,생선/해산물
대림중앙시장,41.0,고등어 1마리,,3000.0,2024-10,,전통시장,영등포구,2024,10,생선/해산물
대림시장,41.0,고등어 1마리,,3900.0,2024-10,,전통시장,은평구,2024,10,생선/해산물
공릉동 도깨비시장,41.0,고등어 1마리,,4000.0,2024-10,할인,전통시장,노원구,2024,10,생선/해산물
돈암제일시장,41.0,고등어 1마리,,8000.0,2024-10,,전통시장,성북구,2024,10,생선/해산물
광장시장,41.0,고등어 1마리,,6000.0,2024-10,,전통시장,종로구,2024,10,생선/해산물
중곡제일골목시장,41.0,고등어 1마리,,7000.0,2024-10,,전통시장,광진구,2024,10,생선/해산물
화양제일골목시장,41.0,고등어 1마리,,5980.0,2024-10,,전통시장,광진구,2024,10,생선/해산물
정릉시장,41.0,고등어 1마리,,3300.0,2024-10,,전통시장,성북구,2024,10,생선/해산물
돌곶이시장,41.0,고등어 1마리,,4000.0,2024-10,,전통시장,성북구,2024,10,생선/해산물
고분다리전통시장,41.0,고등어 1마리,,4000.0,2024-10,,전통시장,강동구,2024,10,생선/해산물
우림시장,41.0,고등어 1마리,,3000.0,2024-10,,전통시장,중랑구,2024,10,생선/해산물
화곡본동시장,41.0,고등어 1마리,,5000.0,2024-10,,전통시장,강서구,2024,10,생선/해산물
남성시장,41.0,고등어 1마리,,3000.0,2024-10,국내산 냉동,전통시장,동작구,2024,10,생선/해산물
수유재래시장,41.0,고등어 1마리,,2500.0,2024-10,2마리 5000원,전통시장,강북구,2024,10,생선/해산물
마포농수산물시장,41.0,고등어 1마리,,5000.0,2024-10,생물,전통시장,마포구,2024,10,생선/해산물
약수시장 골목형 상가,41.0,고등어 1마리,,3900.0,2024-10,1팩 2마리 7800,전통시장,중구,2024,10,생선/해산물
이촌종합시장,41.0,고등어 1마리,,5000.0,2024-10,,전통시장,용산구,2024,10,생선/해산물
만리시장,41.0,고등어 1마리,,6000.0,2024-10,,전통시장,용산구,2024,10,생선/해산물
성동용답상가시장,41.0,고등어 1마리,,6000.0,2024-10,,전통시장,성동구,2024,10,생선/해산물
행당시장상점가,41.0,고등어 1마리,,3950.0,2024-10,,전통시장,성동구,2024,10,생선/해산물
답십리현대시장,41.0,고등어 1마리,,5000.0,2024-10,,전통시장,동대문구,2024,10,생선/해산물
구로시장,41.0,고등어 1마리,,4000.0,2024-10,,전통시장,구로구,2024,10,생선/해산물
청량리종합시장,41.0,고등어 1마리,,1667.0,2024-10,3마리 5000,전통시장,동대문구,2024,10,생선/해산물
경동시장,41.0,고등어 1마리,,4000.0,2024-10,,전통시장,동대문구,2024,10,생선/해산물
서울중앙시장,41.0,고등어 1마리,,5000.0,2024-10,,전통시장,중구,2024,10,생선/해산물
신중앙시장,41.0,고등어 1마리,,4000.0,2024-10,,전통시장,중구,2024,10,생선/해산물
백학시장,41.0,고등어 1마리,,5000.0,2024-10,,전통시장,중구,2024,10,생선/해산물
중랑동부시장,41.0,고등어 1마리,,6500.0,2024-10,,전통시장,중랑구,2024,10,생선/해산물
사가정시장,41.0,고등어 1마리,,5000.0,2024-10,,전통시장,중랑구,2024,10,생선/해산물
마포·공덕시장,41.0,고등어 1마리,,5000.0,2024-10,,전통시장,마포구,2024,10,생선/해산물
오목교중앙시장,41.0,고등어 1마리,,4000.0,2024-10,,전통시장,양천구,2024,10,생선/해산물
우리시장,41.0,고등어 1마리,,3000.0,2024-10,,전통시장,영등포구,2024,10,생선/해산물
창동골목시장,41.0,고등어 1마리,,5000.0,2024-10,,전통시장,도봉구,2024,10,생선/해산물
쌍문시장,41.0,고등어 1마리,,3000.0,2024-10,,전통시장,도봉구,2024,10,생선/해산물
연서시장,41.0,고등어 1마리,,4000.0,2024-10,,전통시장,은평구,2024,10,생선/해산물
미성동도깨비시장,41.0,고등어 1마리,,4000.0,2024-10,,전통시장,관악구,2024,10,생선/해산물
용문시장,41.0,고등어 1마리,,4000.0,2024-10,,전통시장,용산구,2024,10,생선/해산물
남문시장,41.0,고등어 1마리,,4000.0,2024-10,,전통시장,금천구,2024,10,생선/해산물
창신골목시장,41.0,고등어 1마리,,5000.0,2024-10,,전통시장,종로구,2024,10,생선/해산물
장미원골목시장,41.0,고등어 1마리,,2500.0,2024-10,,전통시장,강북구,2024,10,생선/해산물
신창시장,41.0,고등어 1마리,,4000.0,2024-10,,전통시장,도봉구,2024,10,생선/해산물
고척근린시장,41.0,고등어 1마리,,3000.0,2024-10,,전통시장,구로구,2024,10,생선/해산물
남구로시장,41.0,고등어 1마리,,3500.0,2024-10,,전통시장,구로구,2024,10,생선/해산물
청량리종합시장,41.0,고등어 1마리,,1667.0,2024-09,3마리 5000,전통시장,동대문구,2024,9,생선/해산물
경동시장,52.0,고등어 1마리,,4500.0,2024-09,,전통시장,동대문구,2024,9,생선/해산물
연서시장,41.0,고등어 1마리,,3000.0,2024-09,,전통시장,은평구,2024,9,생선/해산물
미성동도깨비시장,41.0,고등어 1마리,,5900.0,2024-09,,전통시장,관악구,2024,9,생선/해산물
용문시장,41.0,고등어 1마리,,4000.0,2024-09,,전통시장,용산구,2024,9,생선/해산물
노룬산골목시장,41.0,고등어 1마리,,4000.0,2024-09,,전통시장,광진구,2024,9,생선/해산물
자양골목시장,41.0,고등어 1마리,,5000.0,2024-09,,전통시장,광진구,2024,9,생선/해산물
동원시장,41.0,고등어 1마리,,3000.0,2024-09,,전통시장,중랑구,2024,9,생선/해산물
장위전통시장,41.0,고등어 1마리,,5000.0,2024-09,,전통시장,성북구,2024,9,생선/해산물
숭인시장,41.0,고등어 1마리,,3000.0,2024-09,,전통시장,강북구,2024,9,생선/해산물
대조시장,41.0,고등어 1마리,,5000.0,2024-09,,전통시장,은평구,2024,9,생선/해산물
인왕시장,41.0,고등어 1마리,,5000.0,2024-09,,전통시장,서대문구,2024,9,생선/해산물
망원시장,41.0,고등어 1마리,,5000.0,2024-09,,전통시장,마포구,2024,9,생선/해산물
신영시장,41.0,고등어 1마리,,6000.0,2024-09,,전통시장,양천구,2024,9,생선/해산물
목동깨비시장(목3동시장),41.0,고등어 1마리,,6000.0,2024-09,,전통시장,양천구,2024,9,생선/해산물
송화(벽화)시장,41.0,고등어 1마리,,5000.0,2024-09,,전통시장,강서구,2024,9,생선/해산물
비단길현대시장,41.0,고등어 1마리,,7000.0,2024-09,,전통시장,금천구,2024,9,생선/해산물
관악신사시장(신림4동),41.0,고등어 1마리,,4000.0,2024-09,,전통시장,관악구,2024,9,생선/해산물
청담삼익시장,41.0,고등어 1마리,,4000.0,2024-09,,전통시장,강남구,2024,9,생선/해산물
암사종합시장,41.0,고등어 1마리,,6000.0,2024-09,,전통시장,강동구,2024,9,생선/해산물
백년시장,41.0,고등어 1마리,,4000.0,2024-09,,전통시장,강북구,2024,9,생선/해산물
솔샘시장,41.0,고등어 1마리,,3000.0,2024-09,,전통시장,강북구,2024,9,생선/해산물
새마을시장,41.0,고등어 1마리,,5500.0,2024-09,,전통시장,송파구,2024,9,생선/해산물
풍납시장,41.0,고등어 1마리,,6000.0,2024-09,,전통시장,송파구,2024,9,생선/해산물
포방터시장,41.0,고등어 1마리,,3500.0,2024-09,,전통시장,서대문구,2024,9,생선/해산물
백련시장,41.0,고등어 1마리,,3500.0,2024-09,,전통시장,서대문구,2024,9,생선/해산물
강남개포시장,41.0,고등어 1마리,,4000.0,2024-09,,전통시장,강남구,2024,9,생선/해산물
영동전통시장,41.0,고등어 1마리,,8000.0,2024-09,,전통시장,강남구,2024,9,생선/해산물
대신시장,41.0,고등어 1마리,,4000.0,2024-09,,전통시장,영등포구,2024,9,생선/해산물
영일시장,41.0,고등어 1마리,,3000.0,2024-09,,전통시장,영등포구,2024,9,생선/해산물
금남시장,41.0,고등어 1마리,,4250.0,2024-09,,전통시장,성동구,2024,9,생선/해산물
돈암제일시장,41.0,고등어 1마리,,6000.0,2024-09,,전통시장,성북구,2024,9,생선/해산물
상계중앙시장,41.0,고등어 1마리,,5000.0,2024-09,,전통시장,노원구,2024,9,생선/해산물
목사랑시장(목4동시장),41.0,고등어 1마리,,5000.0,2024-09,,전통시장,양천구,2024,9,생선/해산물
남구로시장,41.0,고등어 1마리,,3500.0,2024-09,,전통시장,구로구,2024,9,생선/해산물
구로시장,41.0,고등어 1마리,,4000.0,2024-09,,전통시장,구로구,2024,9,생선/해산물
영등포전통시장,41.0,고등어 1마리,,3000.0,2024-09,,전통시장,영등포구,2024,9,생선/해산물
대림중앙시장,41.0,고등어 1마리,,3500.0,2024-09,,전통시장,영등포구,2024,9,생선/해산물
신원시장(신림1동),41.0,고등어 1마리,,4000.0,2024-09,,전통시장,관악구,2024,9,생선/해산물
고분다리전통시장,41.0,고등어 1마리,,4000.0,2024-09,,전통시장,강동구,2024,9,생선/해산물
돌곶이시장,41.0,고등어 1마리,,4000.0,2024-09,,전통시장,성북구,2024,9,생선/해산물
정릉시장,41.0,고등어 1마리,,3300.0,2024-09,,전통시장,성북구,2024,9,생선/해산물
중곡제일골목시장,41.0,고등어 1마리,,7000.0,2024-09,,전통시장,광진구,2024,9,생선/해산물
화양제일골목시장,41.0,고등어 1마리,,5980.0,2024-09,,전통시장,광진구,2024,9,생선/해산물
대명여울빛거리시장,41.0,고등어 1마리,,4000.0,2024-09,,전통시장,금천구,2024,9,생선/해산물
은행나무시장,41.0,고등어 1마리,,4000.0,2024-09,,전통시장,금천구,2024,9,생선/해산물
관악중부시장,41.0,고등어 1마리,,5000.0,2024-09,,전통시장,관악구,2024,9,생선/해산물
신림중앙시장,41.0,고등어 1마리,,5000.0,2024-09,,전통시장,관악구,2024,9,생선/해산물
남부골목시장,41.0,고등어 1마리,,5000.0,2024-09,,전통시장,강서구,2024,9,생선/해산물
가리봉시장,41.0,고등어 1마리,,3000.0,2024-09,,전통시장,구로구,2024,9,생선/해산물
이촌종합시장,41.0,고등어 1마리,,5000.0,2024-09,,전통시장,용산구,2024,9,생선/해산물
아현시장,41.0,고등어 1마리,,4500.0,2024-09,,전통시장,마포구,2024,9,생선/해산물
성동용답상가시장,41.0,고등어 1마리,,5000.0,2024-09,,전통시장,성동구,2024,9,생선/해산물
행당시장상점가,41.0,고등어 1마리,,3950.0,2024-09,,전통시장,성동구,2024,9,생선/해산물
답십리현대시장,41.0,고등어 1마리,,6000.0,2024-09,,전통시장,동대문구,2024,9,생선/해산물
답십리시장,41.0,고등어 1마리,,4000.0,2024-09,,전통시장,동대문구,2024,9,생선/해산물
광장시장,41.0,고등어 1마리,,4000.0,2024-09,,전통시장,종로구,2024,9,생선/해산물
약수시장 골목형 상가,41.0,고등어 1마리,,3900.0,2024-09,1팩 2마리 7800,전통시장,중구,2024,9,생선/해산물
수유재래시장,41.0,고등어 1마리,,4000.0,2024-09,냉동만 있음,전통시장,강북구,2024,9,생선/해산물
대림시장,41.0,고등어 1마리,,4900.0,2024-09,,전통시장,은평구,2024,9,생선/해산물
마포농수산물시장,41.0,고등어 1마리,,4000.0,2024-09,"2마리,8.000원,냉동",전통시장,마포구,2024,9,생선/해산물
남성시장,41.0,고등어 1마리,,3000.0,2024-09,국내산 냉동,전통시장,동작구,2024,9,생선/해산물
성대전통시장,41.0,고등어 1마리,,3500.0,2024-09,,전통시장,동작구,2024,9,생선/해산물
인헌시장,41.0,고등어 1마리,,4000.0,2024-09,,전통시장,관악구,2024,9,생선/해산물
둔촌역전통시장,41.0,고등어 1마리,,4000.0,2024-09,,전통시장,강동구,2024,9,생선/해산물
화곡본동시장,41.0,고등어 1마리,,5000.0,2024-09,,전통시장,강서구,2024,9,생선/해산물
까치산시장,41.0,고등어 1마리,,3000.0,2024-09,,전통시장,강서구,2024,9,생선/해산물
만리시장,41.0,고등어 1마리,,5000.0,2024-09,,전통시장,용산구,2024,9,생선/해산물
신중앙시장,41.0,고등어 1마리,,4000.0,2024-09,,전통시장,중구,2024,9,생선/해산물
백학시장,41.0,고등어 1마리,,5000.0,2024-09,,전통시장,중구,2024,9,생선/해산물
중랑동부시장,41.0,고등어 1마리,,6500.0,2024-09,,전통시장,중랑구,2024,9,생선/해산물
사가정시장,41.0,고등어 1마리,,6000.0,2024-09,,전통시장,중랑구,2024,9,생선/해산물
창동골목시장,41.0,고등어 1마리,,7000.0,2024-09,,전통시장,도봉구,2024,9,생선/해산물
쌍문시장,41.0,고등어 1마리,,3000.0,2024-09,,전통시장,도봉구,2024,9,생선/해산물
서울중앙시장,41.0,고등어 1마리,,5000.0,2024-09,,전통시장,중구,2024,9,생선/해산물
우림시장,41.0,고등어 1마리,,6000.0,2024-09,,전통시장,중랑구,2024,9,생선/해산물
방학동도깨비시장,41.0,고등어 1마리,,4000.0,2024-09,,전통시장,도봉구,2024,9,생선/해산물
공릉동 도깨비시장,41.0,고등어 1마리,,4000.0,2024-09,,전통시장,노원구,2024,9,생선/해산물
길동복조리시장,41.0,고등어 1마리,,5000.0,2024-09,2마리 10000,전통시장,강동구,2024,9,생선/해산물
오목교중앙시장,41.0,고등어 1마리,,4000.0,2024-09,,전통시장,양천구,2024,9,생선/해산물
우리시장,41.0,고등어 1마리,,2000.0,2024-09,,전통시장,영등포구,2024,9,생선/해산물
남성역골목시장,41.0,고등어 1마리,,4000.0,2024-09,,전통시장,동작구,2024,9,생선/해산물
상도전통시장,41.0,고등어 1마리,,7000.0,2024-09,,전통시장,동작구,2024,9,생선/해산물
상계중앙시장,41.0,고등어 1마리,,5000.0,2024-08,,전통시장,노원구,2024,8,생선/해산물
남구로시장,41.0,고등어 1마리,,3000.0,2024-08,,전통시장,구로구,2024,8,생선/해산물
장미원골목시장,41.0,고등어 1마리,,4000.0,2024-08,,전통시장,강북구,2024,8,생선/해산물
창신골목시장,41.0,고등어 1마리,,5000.0,2024-08,,전통시장,종로구,2024,8,생선/해산물
연서시장,41.0,고등어 1마리,,3000.0,2024-08,,전통시장,은평구,2024,8,생선/해산물
미성동도깨비시장,41.0,고등어 1마리,,3000.0,2024-08,3/8900,전통시장,관악구,2024,8,생선/해산물
용문시장,41.0,고등어 1마리,,3000.0,2024-08,,전통시장,용산구,2024,8,생선/해산물
영일시장,41.0,고등어 1마리,,3000.0,2024-08,,전통시장,영등포구,2024,8,생선/해산물
대신시장,41.0,고등어 1마리,,4000.0,2024-08,,전통시장,영등포구,2024,8,생선/해산물
영동전통시장,41.0,고등어 1마리,,5000.0,2024-08,,전통시장,강남구,2024,8,생선/해산물
노룬산골목시장,41.0,고등어 1마리,,5000.0,2024-08,,전통시장,광진구,2024,8,생선/해산물
자양골목시장,41.0,고등어 1마리,,6000.0,2024-08,,전통시장,광진구,2024,8,생선/해산물
동원시장,41.0,고등어 1마리,,3000.0,2024-08,,전통시장,중랑구,2024,8,생선/해산물
장위전통시장,41.0,고등어 1마리,,5000.0,2024-08,,전통시장,성북구,2024,8,생선/해산물
